"Time","sum(rabbitmq_queue_messages)","sum(rate(rabbitmq_queue_messages_delivered_ack_total[5m]))","C"
2025-03-28 23:30:59,206,0.271,162
2025-03-28 23:31:00,206,0.272,162
2025-03-28 23:31:01,206,0.272,162
2025-03-28 23:31:02,206,0.273,162
2025-03-28 23:31:03,206,0.274,162
2025-03-28 23:31:04,244,0.311,186
2025-03-28 23:31:05,244,0.312,186
2025-03-28 23:31:06,244,0.313,186
2025-03-28 23:31:07,244,0.314,186
2025-03-28 23:31:08,244,0.315,186
2025-03-28 23:31:09,283,0.354,209
2025-03-28 23:31:10,283,0.355,209
2025-03-28 23:31:11,283,0.357,209
2025-03-28 23:31:12,283,0.358,208
2025-03-28 23:31:13,283,0.359,208
2025-03-28 23:31:14,320,0.391,230
2025-03-28 23:31:15,320,0.392,230
2025-03-28 23:31:16,320,0.394,230
2025-03-28 23:31:17,320,0.395,229
2025-03-28 23:31:18,320,0.396,229
2025-03-28 23:31:19,359,0.431,251
2025-03-28 23:31:20,359,0.432,251
2025-03-28 23:31:21,359,0.434,250
2025-03-28 23:31:22,359,0.435,250
2025-03-28 23:31:23,359,0.437,250
2025-03-28 23:31:24,392,0.471,266
2025-03-28 23:31:25,392,0.473,266
2025-03-28 23:31:26,392,0.474,266
2025-03-28 23:31:27,392,0.476,266
2025-03-28 23:31:28,392,0.477,265
2025-03-28 23:31:29,380,0.511,251
2025-03-28 23:31:30,380,0.513,251
2025-03-28 23:31:31,380,0.515,251
2025-03-28 23:31:32,380,0.516,251
2025-03-28 23:31:33,380,0.518,250
2025-03-28 23:31:34,368,0.551,237
2025-03-28 23:31:35,368,0.553,237
2025-03-28 23:31:36,368,0.555,237
2025-03-28 23:31:37,368,0.557,236
2025-03-28 23:31:38,368,0.559,236
2025-03-28 23:31:39,355,0.591,223
2025-03-28 23:31:40,355,0.593,223
2025-03-28 23:31:41,355,0.595,223
2025-03-28 23:31:42,355,0.597,222
2025-03-28 23:31:43,355,0.599,222
2025-03-28 23:31:44,342,0.635,209
2025-03-28 23:31:45,342,0.637,209
2025-03-28 23:31:46,342,0.639,209
2025-03-28 23:31:47,342,0.641,208
2025-03-28 23:31:48,342,0.643,208
2025-03-28 23:31:49,329,0.678,196
2025-03-28 23:31:50,329,0.681,196
2025-03-28 23:31:51,329,0.683,195
2025-03-28 23:31:52,329,0.685,195
2025-03-28 23:31:53,329,0.687,195
2025-03-28 23:31:54,316,0.722,184
2025-03-28 23:31:55,316,0.724,183
2025-03-28 23:31:56,316,0.727,183
2025-03-28 23:31:57,316,0.729,183
2025-03-28 23:31:58,316,0.731,183
2025-03-28 23:31:59,303,0.762,172
2025-03-28 23:32:00,303,0.764,172
2025-03-28 23:32:01,303,0.767,171
2025-03-28 23:32:02,303,0.770,171
2025-03-28 23:32:03,303,0.772,171
2025-03-28 23:32:04,290,0.802,161
2025-03-28 23:32:05,290,0.805,161
2025-03-28 23:32:06,290,0.807,160
2025-03-28 23:32:07,290,0.810,160
2025-03-28 23:32:08,290,0.813,160
2025-03-28 23:32:09,276,0.849,149
2025-03-28 23:32:10,276,0.852,149
2025-03-28 23:32:11,276,0.854,149
2025-03-28 23:32:12,276,0.857,149
2025-03-28 23:32:13,276,0.860,148
2025-03-28 23:32:14,264,0.885,140
2025-03-28 23:32:15,264,0.888,140
2025-03-28 23:32:16,264,0.891,140
2025-03-28 23:32:17,264,0.894,139
2025-03-28 23:32:18,264,0.897,139
2025-03-28 23:32:19,253,0.919,132
2025-03-28 23:32:20,253,0.922,132
2025-03-28 23:32:21,253,0.925,131
2025-03-28 23:32:22,253,0.928,131
2025-03-28 23:32:23,253,0.931,131
2025-03-28 23:32:24,253,0.956,129
2025-03-28 23:32:25,253,0.959,129
2025-03-28 23:32:26,253,0.962,129
2025-03-28 23:32:27,253,0.965,129
2025-03-28 23:32:28,253,0.969,129
2025-03-28 23:32:29,241,0.996,121
2025-03-28 23:32:30,241,0.999,121
2025-03-28 23:32:31,241,1.00,120
2025-03-28 23:32:32,241,1.01,120
2025-03-28 23:32:33,241,1.01,120
2025-03-28 23:32:34,229,1.04,112
2025-03-28 23:32:35,229,1.04,112
2025-03-28 23:32:36,229,1.04,112
2025-03-28 23:32:37,229,1.05,112
2025-03-28 23:32:38,229,1.05,112
2025-03-28 23:32:39,216,1.08,104
2025-03-28 23:32:40,216,1.08,104
2025-03-28 23:32:41,216,1.08,104
2025-03-28 23:32:42,216,1.09,104
2025-03-28 23:32:43,216,1.09,103
2025-03-28 23:32:44,204,1.12,96.4
2025-03-28 23:32:45,204,1.12,96.2
2025-03-28 23:32:46,204,1.12,96.1
2025-03-28 23:32:47,204,1.13,95.9
2025-03-28 23:32:48,204,1.13,95.7
2025-03-28 23:32:49,191,1.16,88.4
2025-03-28 23:32:50,191,1.16,88.3
2025-03-28 23:32:51,191,1.17,88.1
2025-03-28 23:32:52,191,1.17,88.0
2025-03-28 23:32:53,191,1.18,87.8
2025-03-28 23:32:54,178,1.20,80.8
2025-03-28 23:32:55,178,1.21,80.7
2025-03-28 23:32:56,178,1.21,80.5
2025-03-28 23:32:57,178,1.22,80.4
2025-03-28 23:32:58,178,1.22,80.2
2025-03-28 23:32:59,165,1.24,73.6
2025-03-28 23:33:00,165,1.25,73.4
2025-03-28 23:33:01,165,1.25,73.3
2025-03-28 23:33:02,165,1.26,73.2
2025-03-28 23:33:03,165,1.26,73.0
2025-03-28 23:33:04,154,1.28,67.6
2025-03-28 23:33:05,154,1.28,67.4
2025-03-28 23:33:06,154,1.29,67.3
2025-03-28 23:33:07,154,1.29,67.2
2025-03-28 23:33:08,154,1.30,67.0
2025-03-28 23:33:09,141,1.32,60.7
2025-03-28 23:33:10,141,1.33,60.6
2025-03-28 23:33:11,141,1.33,60.5
2025-03-28 23:33:12,141,1.34,60.3
2025-03-28 23:33:13,141,1.34,60.2
2025-03-28 23:33:14,128,1.36,54.2
2025-03-28 23:33:15,128,1.37,54.1
2025-03-28 23:33:16,128,1.37,54.0
2025-03-28 23:33:17,128,1.38,53.8
2025-03-28 23:33:18,128,1.38,53.7
2025-03-28 23:33:19,115,1.40,47.9
2025-03-28 23:33:20,115,1.41,47.8
2025-03-28 23:33:21,115,1.41,47.7
2025-03-28 23:33:22,115,1.42,47.6
2025-03-28 23:33:23,115,1.42,47.5
2025-03-28 23:33:24,103,1.44,42.2
2025-03-28 23:33:25,103,1.45,42.1
2025-03-28 23:33:26,103,1.45,42.0
2025-03-28 23:33:27,103,1.46,41.9
2025-03-28 23:33:28,103,1.46,41.8
2025-03-28 23:33:29,91,1.48,36.7
2025-03-28 23:33:30,91,1.49,36.6
2025-03-28 23:33:31,91,1.49,36.5
2025-03-28 23:33:32,91,1.50,36.5
2025-03-28 23:33:33,91,1.50,36.4
2025-03-28 23:33:34,78,1.52,30.9
2025-03-28 23:33:35,78,1.53,30.9
2025-03-28 23:33:36,78,1.53,30.8
2025-03-28 23:33:37,78,1.54,30.8
2025-03-28 23:33:38,78,1.54,30.7
2025-03-28 23:33:39,66,1.56,25.8
2025-03-28 23:33:40,66,1.57,25.7
2025-03-28 23:33:41,66,1.57,25.7
2025-03-28 23:33:42,66,1.58,25.6
2025-03-28 23:33:43,66,1.58,25.6
2025-03-28 23:33:44,52,1.60,20.0
2025-03-28 23:33:45,52,1.61,19.9
2025-03-28 23:33:46,52,1.61,19.9
2025-03-28 23:33:47,52,1.62,19.8
2025-03-28 23:33:48,52,1.63,19.8
2025-03-28 23:33:49,39,1.65,14.7
2025-03-28 23:33:50,39,1.65,14.7
2025-03-28 23:33:51,39,1.66,14.7
2025-03-28 23:33:52,39,1.66,14.6
2025-03-28 23:33:53,39,1.67,14.6
2025-03-28 23:33:54,26,1.69,9.68
2025-03-28 23:33:55,26,1.69,9.65
2025-03-28 23:33:56,26,1.70,9.63
2025-03-28 23:33:57,26,1.70,9.61
2025-03-28 23:33:58,26,1.71,9.59
2025-03-28 23:33:59,13,1.73,4.76
2025-03-28 23:34:00,13,1.74,4.75
2025-03-28 23:34:01,13,1.74,4.74
2025-03-28 23:34:02,13,1.75,4.73
2025-03-28 23:34:03,13,1.75,4.72
2025-03-28 23:34:04,0,1.76,0
2025-03-28 23:34:05,0,1.77,0
2025-03-28 23:34:06,0,1.77,0
2025-03-28 23:34:07,0,1.78,0
2025-03-28 23:34:08,0,1.78,0
2025-03-28 23:34:09,0,1.76,0
2025-03-28 23:34:10,0,1.77,0
2025-03-28 23:34:11,0,1.77,0
2025-03-28 23:34:12,0,1.78,0
2025-03-28 23:34:13,0,1.78,0
2025-03-28 23:34:14,0,1.76,0
2025-03-28 23:34:15,0,1.77,0
2025-03-28 23:34:16,0,1.77,0
2025-03-28 23:34:17,0,1.78,0
2025-03-28 23:34:18,0,1.78,0
2025-03-28 23:34:19,0,1.76,0
2025-03-28 23:34:20,0,1.77,0
2025-03-28 23:34:21,0,1.77,0
2025-03-28 23:34:22,0,1.78,0
2025-03-28 23:34:23,0,1.78,0
2025-03-28 23:34:24,0,1.76,0
2025-03-28 23:34:25,0,1.77,0
2025-03-28 23:34:26,0,1.77,0
2025-03-28 23:34:27,0,1.78,0
2025-03-28 23:34:28,0,1.78,0
2025-03-28 23:34:29,0,1.76,0
2025-03-28 23:34:30,0,1.77,0
2025-03-28 23:34:31,0,1.77,0
2025-03-28 23:34:32,0,1.78,0
2025-03-28 23:34:33,0,1.78,0
2025-03-28 23:34:34,0,1.76,0
2025-03-28 23:34:35,0,1.77,0
2025-03-28 23:34:36,0,1.77,0
2025-03-28 23:34:37,0,1.78,0
2025-03-28 23:34:38,0,1.78,0
2025-03-28 23:34:39,0,1.76,0
2025-03-28 23:34:40,0,1.77,0
2025-03-28 23:34:41,0,1.77,0
2025-03-28 23:34:42,0,1.78,0
2025-03-28 23:34:43,0,1.78,0
2025-03-28 23:34:44,0,1.76,0
2025-03-28 23:34:45,0,1.77,0
2025-03-28 23:34:46,0,1.77,0
2025-03-28 23:34:47,0,1.78,0
2025-03-28 23:34:48,0,1.78,0
2025-03-28 23:34:49,0,1.76,0
2025-03-28 23:34:50,0,1.77,0
2025-03-28 23:34:51,0,1.77,0
2025-03-28 23:34:52,0,1.78,0
2025-03-28 23:34:53,0,1.78,0
2025-03-28 23:34:54,0,1.76,0
2025-03-28 23:34:55,0,1.77,0
2025-03-28 23:34:56,0,1.77,0
2025-03-28 23:34:57,0,1.78,0
2025-03-28 23:34:58,0,1.78,0
2025-03-28 23:34:59,0,1.76,0
2025-03-28 23:35:00,0,1.77,0
2025-03-28 23:35:01,0,1.77,0
2025-03-28 23:35:02,0,1.78,0
2025-03-28 23:35:03,0,1.78,0
2025-03-28 23:35:04,0,1.76,0
2025-03-28 23:35:05,0,1.77,0
2025-03-28 23:35:06,0,1.77,0
2025-03-28 23:35:07,0,1.78,0
2025-03-28 23:35:08,0,1.78,0
2025-03-28 23:35:09,0,1.76,0
2025-03-28 23:35:10,0,1.77,0
2025-03-28 23:35:11,0,1.77,0
2025-03-28 23:35:12,0,1.78,0
2025-03-28 23:35:13,0,1.78,0
2025-03-28 23:35:14,0,1.76,0
2025-03-28 23:35:15,0,1.77,0
2025-03-28 23:35:16,0,1.77,0
2025-03-28 23:35:17,0,1.78,0
2025-03-28 23:35:18,0,1.78,0
2025-03-28 23:35:19,0,1.76,0
2025-03-28 23:35:20,0,1.77,0
2025-03-28 23:35:21,0,1.77,0
2025-03-28 23:35:22,0,1.77,0
2025-03-28 23:35:23,0,1.77,0
2025-03-28 23:35:24,0,1.74,0
2025-03-28 23:35:25,0,1.74,0
2025-03-28 23:35:26,0,1.74,0
2025-03-28 23:35:27,0,1.74,0
2025-03-28 23:35:28,0,1.74,0
2025-03-28 23:35:29,0,1.69,0
2025-03-28 23:35:30,0,1.69,0
2025-03-28 23:35:31,0,1.69,0
2025-03-28 23:35:32,0,1.69,0
2025-03-28 23:35:33,0,1.69,0
2025-03-28 23:35:34,0,1.66,0
2025-03-28 23:35:35,0,1.66,0
2025-03-28 23:35:36,0,1.66,0
2025-03-28 23:35:37,0,1.66,0
2025-03-28 23:35:38,0,1.66,0
2025-03-28 23:35:39,0,1.63,0
2025-03-28 23:35:40,0,1.63,0
2025-03-28 23:35:41,0,1.63,0
2025-03-28 23:35:42,0,1.63,0
2025-03-28 23:35:43,0,1.63,0
2025-03-28 23:35:44,0,1.59,0
2025-03-28 23:35:45,0,1.59,0
2025-03-28 23:35:46,0,1.59,0
2025-03-28 23:35:47,0,1.59,0
2025-03-28 23:35:48,0,1.59,0
2025-03-28 23:35:49,0,1.55,0
2025-03-28 23:35:50,0,1.55,0
2025-03-28 23:35:51,0,1.55,0
2025-03-28 23:35:52,0,1.55,0
2025-03-28 23:35:53,0,1.55,0
2025-03-28 23:35:54,0,1.51,0
2025-03-28 23:35:55,0,1.51,0
2025-03-28 23:35:56,0,1.51,0
2025-03-28 23:35:57,0,1.51,0
2025-03-28 23:35:58,0,1.51,0
2025-03-28 23:35:59,0,1.47,0
2025-03-28 23:36:00,0,1.47,0
2025-03-28 23:36:01,0,1.47,0
2025-03-28 23:36:02,0,1.47,0
2025-03-28 23:36:03,0,1.47,0
2025-03-28 23:36:04,0,1.43,0
2025-03-28 23:36:05,0,1.43,0
2025-03-28 23:36:06,0,1.43,0
2025-03-28 23:36:07,0,1.43,0
2025-03-28 23:36:08,0,1.43,0
2025-03-28 23:36:09,0,1.39,0
2025-03-28 23:36:10,0,1.39,0
2025-03-28 23:36:11,0,1.39,0
2025-03-28 23:36:12,0,1.39,0
2025-03-28 23:36:13,0,1.39,0
2025-03-28 23:36:14,0,1.35,0
2025-03-28 23:36:15,0,1.35,0
2025-03-28 23:36:16,0,1.35,0
2025-03-28 23:36:17,0,1.35,0
2025-03-28 23:36:18,0,1.35,0
2025-03-28 23:36:19,0,1.31,0
2025-03-28 23:36:20,0,1.31,0
2025-03-28 23:36:21,0,1.31,0
2025-03-28 23:36:22,0,1.31,0
2025-03-28 23:36:23,0,1.31,0
2025-03-28 23:36:24,0,1.27,0
2025-03-28 23:36:25,0,1.27,0
2025-03-28 23:36:26,0,1.27,0
2025-03-28 23:36:27,0,1.27,0
2025-03-28 23:36:28,0,1.27,0
2025-03-28 23:36:29,0,1.23,0
2025-03-28 23:36:30,0,1.23,0
2025-03-28 23:36:31,0,1.23,0
2025-03-28 23:36:32,0,1.23,0
2025-03-28 23:36:33,0,1.23,0
2025-03-28 23:36:34,0,1.19,0
2025-03-28 23:36:35,0,1.19,0
2025-03-28 23:36:36,0,1.19,0
2025-03-28 23:36:37,0,1.19,0
2025-03-28 23:36:38,0,1.19,0
2025-03-28 23:36:39,0,1.14,0
2025-03-28 23:36:40,0,1.14,0
2025-03-28 23:36:41,0,1.14,0
2025-03-28 23:36:42,0,1.14,0
2025-03-28 23:36:43,0,1.14,0
2025-03-28 23:36:44,0,1.10,0
2025-03-28 23:36:45,0,1.10,0
2025-03-28 23:36:46,0,1.10,0
2025-03-28 23:36:47,0,1.10,0
2025-03-28 23:36:48,0,1.10,0
2025-03-28 23:36:49,0,1.05,0
2025-03-28 23:36:50,0,1.05,0
2025-03-28 23:36:51,0,1.05,0
2025-03-28 23:36:52,0,1.05,0
2025-03-28 23:36:53,0,1.05,0
2025-03-28 23:36:54,0,1.01,0
2025-03-28 23:36:55,0,1.01,0
2025-03-28 23:36:56,0,1.01,0
2025-03-28 23:36:57,0,1.01,0
2025-03-28 23:36:58,0,1.01,0
2025-03-28 23:36:59,0,0.973,0
2025-03-28 23:37:00,0,0.973,0
2025-03-28 23:37:01,0,0.973,0
2025-03-28 23:37:02,0,0.973,0
2025-03-28 23:37:03,0,0.973,0
2025-03-28 23:37:04,0,0.925,0
2025-03-28 23:37:05,0,0.925,0
2025-03-28 23:37:06,0,0.925,0
2025-03-28 23:37:07,0,0.925,0
2025-03-28 23:37:08,0,0.925,0
2025-03-28 23:37:09,0,0.888,0
2025-03-28 23:37:10,0,0.888,0
2025-03-28 23:37:11,0,0.888,0
2025-03-28 23:37:12,0,0.888,0
2025-03-28 23:37:13,0,0.888,0
2025-03-28 23:37:14,0,0.854,0
2025-03-28 23:37:15,0,0.854,0
2025-03-28 23:37:16,0,0.854,0
2025-03-28 23:37:17,0,0.854,0
2025-03-28 23:37:18,0,0.854,0
2025-03-28 23:37:19,0,0.817,0
2025-03-28 23:37:20,0,0.817,0
2025-03-28 23:37:21,0,0.817,0
2025-03-28 23:37:22,0,0.817,0
2025-03-28 23:37:23,0,0.817,0
2025-03-28 23:37:24,0,0.776,0
2025-03-28 23:37:25,0,0.776,0
2025-03-28 23:37:26,0,0.776,0
2025-03-28 23:37:27,0,0.776,0
2025-03-28 23:37:28,0,0.776,0
2025-03-28 23:37:29,0,0.736,0
2025-03-28 23:37:30,0,0.736,0
2025-03-28 23:37:31,0,0.736,0
2025-03-28 23:37:32,0,0.736,0
2025-03-28 23:37:33,0,0.736,0
2025-03-28 23:37:34,0,0.695,0
2025-03-28 23:37:35,0,0.695,0
2025-03-28 23:37:36,0,0.695,0
2025-03-28 23:37:37,0,0.695,0
2025-03-28 23:37:38,0,0.695,0
2025-03-28 23:37:39,0,0.654,0
2025-03-28 23:37:40,0,0.654,0
2025-03-28 23:37:41,0,0.654,0
2025-03-28 23:37:42,0,0.654,0
2025-03-28 23:37:43,0,0.654,0
2025-03-28 23:37:44,0,0.610,0
2025-03-28 23:37:45,0,0.610,0
2025-03-28 23:37:46,0,0.610,0
2025-03-28 23:37:47,0,0.610,0
2025-03-28 23:37:48,0,0.610,0
2025-03-28 23:37:49,0,0.566,0
2025-03-28 23:37:50,0,0.566,0
2025-03-28 23:37:51,0,0.566,0
2025-03-28 23:37:52,0,0.566,0
2025-03-28 23:37:53,0,0.566,0
2025-03-28 23:37:54,0,0.525,0
2025-03-28 23:37:55,0,0.525,0
2025-03-28 23:37:56,0,0.525,0
2025-03-28 23:37:57,0,0.525,0
2025-03-28 23:37:58,0,0.525,0
2025-03-28 23:37:59,0,0.488,0
2025-03-28 23:38:00,0,0.488,0
