"Time","sum(rabbitmq_queue_messages)","sum(rate(rabbitmq_queue_messages_delivered_ack_total[5m]))","C"
2025-04-08 21:24:34,411,0.628,252
2025-04-08 21:24:35,411,0.628,252
2025-04-08 21:24:36,411,0.628,252
2025-04-08 21:24:37,411,0.628,252
2025-04-08 21:24:38,411,0.628,252
2025-04-08 21:24:39,411,0.628,252
2025-04-08 21:24:40,411,0.628,252
2025-04-08 21:24:41,411,0.628,252
2025-04-08 21:24:42,411,0.628,252
2025-04-08 21:24:43,411,0.628,252
2025-04-08 21:24:44,411,0.628,252
2025-04-08 21:24:45,411,0.628,252
2025-04-08 21:24:46,411,0.628,252
2025-04-08 21:24:47,411,0.628,252
2025-04-08 21:24:48,411,0.628,252
2025-04-08 21:24:49,375,0.751,214
2025-04-08 21:24:50,375,0.751,214
2025-04-08 21:24:51,375,0.751,214
2025-04-08 21:24:52,375,0.751,214
2025-04-08 21:24:53,375,0.751,214
2025-04-08 21:24:54,375,0.751,214
2025-04-08 21:24:55,375,0.751,214
2025-04-08 21:24:56,375,0.751,214
2025-04-08 21:24:57,375,0.751,214
2025-04-08 21:24:58,375,0.751,214
2025-04-08 21:24:59,375,0.751,214
2025-04-08 21:25:00,375,0.751,214
2025-04-08 21:25:01,375,0.751,214
2025-04-08 21:25:02,375,0.751,214
2025-04-08 21:25:03,375,0.751,214
2025-04-08 21:25:04,350,0.877,186
2025-04-08 21:25:05,350,0.877,186
2025-04-08 21:25:06,350,0.877,186
2025-04-08 21:25:07,350,0.877,186
2025-04-08 21:25:08,350,0.877,186
2025-04-08 21:25:09,350,0.877,186
2025-04-08 21:25:10,350,0.877,186
2025-04-08 21:25:11,350,0.877,186
2025-04-08 21:25:12,350,0.877,186
2025-04-08 21:25:13,350,0.877,186
2025-04-08 21:25:14,350,0.877,186
2025-04-08 21:25:15,350,0.877,186
2025-04-08 21:25:16,350,0.877,186
2025-04-08 21:25:17,350,0.877,186
2025-04-08 21:25:18,350,0.877,186
2025-04-08 21:25:19,314,1.00,157
2025-04-08 21:25:20,314,1.00,157
2025-04-08 21:25:21,314,1.00,157
2025-04-08 21:25:22,314,1.00,157
2025-04-08 21:25:23,314,1.00,157
2025-04-08 21:25:24,314,1.00,157
2025-04-08 21:25:25,314,1.00,157
2025-04-08 21:25:26,314,1.00,157
2025-04-08 21:25:27,314,1.00,157
2025-04-08 21:25:28,314,1.00,157
2025-04-08 21:25:29,314,1.00,157
2025-04-08 21:25:30,314,1.00,157
2025-04-08 21:25:31,314,1.00,157
2025-04-08 21:25:32,314,1.00,157
2025-04-08 21:25:33,314,1.00,157
2025-04-08 21:25:34,278,1.13,131
2025-04-08 21:25:35,278,1.13,131
2025-04-08 21:25:36,278,1.13,131
2025-04-08 21:25:37,278,1.13,131
2025-04-08 21:25:38,278,1.13,131
2025-04-08 21:25:39,278,1.13,131
2025-04-08 21:25:40,278,1.13,131
2025-04-08 21:25:41,278,1.13,131
2025-04-08 21:25:42,278,1.13,131
2025-04-08 21:25:43,278,1.13,131
2025-04-08 21:25:44,278,1.13,131
2025-04-08 21:25:45,278,1.13,131
2025-04-08 21:25:46,278,1.13,131
2025-04-08 21:25:47,278,1.13,131
2025-04-08 21:25:48,278,1.13,131
2025-04-08 21:25:49,242,1.25,107
2025-04-08 21:25:50,242,1.25,107
2025-04-08 21:25:51,242,1.25,107
2025-04-08 21:25:52,242,1.25,107
2025-04-08 21:25:53,242,1.25,107
2025-04-08 21:25:54,242,1.25,107
2025-04-08 21:25:55,242,1.25,107
2025-04-08 21:25:56,242,1.25,107
2025-04-08 21:25:57,242,1.25,107
2025-04-08 21:25:58,242,1.25,107
2025-04-08 21:25:59,242,1.25,107
2025-04-08 21:26:00,242,1.25,107
2025-04-08 21:26:01,242,1.25,107
2025-04-08 21:26:02,242,1.25,107
2025-04-08 21:26:03,242,1.25,107
2025-04-08 21:26:04,206,1.38,86.6
2025-04-08 21:26:05,206,1.38,86.6
2025-04-08 21:26:06,206,1.38,86.6
2025-04-08 21:26:07,206,1.38,86.6
2025-04-08 21:26:08,206,1.38,86.6
2025-04-08 21:26:09,206,1.38,86.6
2025-04-08 21:26:10,206,1.38,86.6
2025-04-08 21:26:11,206,1.38,86.6
2025-04-08 21:26:12,206,1.38,86.6
2025-04-08 21:26:13,206,1.38,86.6
2025-04-08 21:26:14,206,1.38,86.6
2025-04-08 21:26:15,206,1.38,86.6
2025-04-08 21:26:16,206,1.38,86.6
2025-04-08 21:26:17,206,1.38,86.6
2025-04-08 21:26:18,206,1.38,86.6
2025-04-08 21:26:19,169,1.51,67.5
2025-04-08 21:26:20,169,1.51,67.5
2025-04-08 21:26:21,169,1.51,67.5
2025-04-08 21:26:22,169,1.51,67.5
2025-04-08 21:26:23,169,1.51,67.5
2025-04-08 21:26:24,169,1.51,67.5
2025-04-08 21:26:25,169,1.51,67.5
2025-04-08 21:26:26,169,1.51,67.5
2025-04-08 21:26:27,169,1.51,67.5
2025-04-08 21:26:28,169,1.51,67.5
2025-04-08 21:26:29,169,1.51,67.5
2025-04-08 21:26:30,169,1.51,67.5
2025-04-08 21:26:31,169,1.51,67.5
2025-04-08 21:26:32,169,1.51,67.5
2025-04-08 21:26:33,169,1.51,67.5
2025-04-08 21:26:34,133,1.63,50.5
2025-04-08 21:26:35,133,1.63,50.5
2025-04-08 21:26:36,133,1.63,50.5
2025-04-08 21:26:37,133,1.63,50.5
2025-04-08 21:26:38,133,1.63,50.5
2025-04-08 21:26:39,133,1.63,50.5
2025-04-08 21:26:40,133,1.63,50.5
2025-04-08 21:26:41,133,1.63,50.5
2025-04-08 21:26:42,133,1.63,50.5
2025-04-08 21:26:43,133,1.63,50.5
2025-04-08 21:26:44,133,1.63,50.5
2025-04-08 21:26:45,133,1.63,50.5
2025-04-08 21:26:46,133,1.63,50.5
2025-04-08 21:26:47,133,1.63,50.5
2025-04-08 21:26:48,133,1.63,50.5
2025-04-08 21:26:49,97,1.75,35.2
2025-04-08 21:26:50,97,1.75,35.2
2025-04-08 21:26:51,97,1.75,35.2
2025-04-08 21:26:52,97,1.75,35.2
2025-04-08 21:26:53,97,1.75,35.2
2025-04-08 21:26:54,97,1.75,35.2
2025-04-08 21:26:55,97,1.75,35.2
2025-04-08 21:26:56,97,1.75,35.2
2025-04-08 21:26:57,97,1.75,35.2
2025-04-08 21:26:58,97,1.75,35.2
2025-04-08 21:26:59,97,1.75,35.2
2025-04-08 21:27:00,97,1.75,35.2
2025-04-08 21:27:01,97,1.75,35.2
2025-04-08 21:27:02,97,1.75,35.2
2025-04-08 21:27:03,97,1.75,35.2
2025-04-08 21:27:04,60,1.88,20.8
2025-04-08 21:27:05,60,1.88,20.8
2025-04-08 21:27:06,60,1.88,20.8
2025-04-08 21:27:07,60,1.88,20.8
2025-04-08 21:27:08,60,1.88,20.8
2025-04-08 21:27:09,60,1.88,20.8
2025-04-08 21:27:10,60,1.88,20.8
2025-04-08 21:27:11,60,1.88,20.8
2025-04-08 21:27:12,60,1.88,20.8
2025-04-08 21:27:13,60,1.88,20.8
2025-04-08 21:27:14,60,1.88,20.8
2025-04-08 21:27:15,60,1.88,20.8
2025-04-08 21:27:16,60,1.88,20.8
2025-04-08 21:27:17,60,1.88,20.8
2025-04-08 21:27:18,60,1.88,20.8
2025-04-08 21:27:19,23,2.00,7.66
2025-04-08 21:27:20,23,2.00,7.66
2025-04-08 21:27:21,23,2.00,7.66
2025-04-08 21:27:22,23,2.00,7.66
2025-04-08 21:27:23,23,2.00,7.66
2025-04-08 21:27:24,23,2.00,7.66
2025-04-08 21:27:25,23,2.00,7.66
2025-04-08 21:27:26,23,2.00,7.66
2025-04-08 21:27:27,23,2.00,7.66
2025-04-08 21:27:28,23,2.00,7.66
2025-04-08 21:27:29,23,2.00,7.66
2025-04-08 21:27:30,23,2.00,7.66
2025-04-08 21:27:31,23,2.00,7.66
2025-04-08 21:27:32,23,2.00,7.66
2025-04-08 21:27:33,23,2.00,7.66
2025-04-08 21:27:34,0,2.06,0
2025-04-08 21:27:35,0,2.06,0
2025-04-08 21:27:36,0,2.06,0
2025-04-08 21:27:37,0,2.06,0
2025-04-08 21:27:38,0,2.06,0
2025-04-08 21:27:39,0,2.06,0
2025-04-08 21:27:40,0,2.06,0
2025-04-08 21:27:41,0,2.06,0
2025-04-08 21:27:42,0,2.06,0
2025-04-08 21:27:43,0,2.06,0
2025-04-08 21:27:44,0,2.06,0
2025-04-08 21:27:45,0,2.06,0
2025-04-08 21:27:46,0,2.06,0
2025-04-08 21:27:47,0,2.06,0
2025-04-08 21:27:48,0,2.06,0
2025-04-08 21:27:49,0,2.06,0
2025-04-08 21:27:50,0,2.06,0
2025-04-08 21:27:51,0,2.06,0
2025-04-08 21:27:52,0,2.06,0
2025-04-08 21:27:53,0,2.06,0
2025-04-08 21:27:54,0,2.06,0
2025-04-08 21:27:55,0,2.06,0
2025-04-08 21:27:56,0,2.06,0
2025-04-08 21:27:57,0,2.06,0
2025-04-08 21:27:58,0,2.06,0
2025-04-08 21:27:59,0,2.06,0
2025-04-08 21:28:00,0,2.06,0
